title,company,location,experience,salary,url,tags,source
Data Science Manager,SEVEN CONSULTANCY,Bengaluru / Bangalore,2 - 3 yrs,,https://www.timesjobs.com/job-detail/data-science-manager-seven-consultancy-bengaluru-bangalore-2-to-3-yrs-jobid-xrRDt5QFy6JzpSvf__PLUS__uAgZw==&source=srp,"fundamentals , python , machine learning , apache , infrastructure , oops",Timesjobs
"Business Intelligence Engineer , Ring Data Science and Engineering",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,2 - 5 yrs,,https://www.timesjobs.com/job-detail/business-intelligence-engineer-ring-data-science-and-engineering-amazon-india-pvt-ltd-bengaluru-bangalore-2-to-5-yrs-jobid-rCoS__PLUS__F63hAhzpSvf__PLUS__uAgZw==&source=srp,"data analysis , statistical modeling , dashboard creation , problem solving , communication skills , visualization , business requirements , bi , dashboards , database , , business analysis , infrastructure",Timesjobs
USCA - C10 - Data Science at Citi,Citibank India,"Chennai, Mumbai, Bengaluru / Bangalore, Pune",2 - 4 yrs,,https://www.timesjobs.com/job-detail/usca-c10-data-science-at-citi-citibank-india-chennai-mumbai-bengaluru-bangalore-pune-2-to-4-yrs-jobid-tYCOtrHoc65zpSvf__PLUS__uAgZw==&source=srp,"data analytics , machine learning , deep learning , statistical modeling , communication skills , business requirements , information technology , use cases , domain expert , predictive modeling , sql , , visualization , analysis , information management , analyst , statistical analysis",Timesjobs
"Data Scientist , AWS Support Strategy Analytics and Data Science , Support Engineering",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,3 - 9 yrs,,https://www.timesjobs.com/job-detail/data-scientist-aws-support-strategy-analytics-and-data-science-support-engineering-amazon-india-pvt-ltd-bengaluru-bangalore-3-to-9-yrs-jobid-vHMvOCFnJY5zpSvf__PLUS__uAgZw==&source=srp,"analytics , predictive modeling , optimization algorithms , data science , machine learning , storage , artificial intelligence , security , cloud computing , python",Timesjobs
"R & D Associate Engineer - Data Science in Bangalore , Karnataka , India | ABB",ABB,Bengaluru / Bangalore,2 - 5 yrs,,https://www.timesjobs.com/job-detail/r-d-associate-engineer-data-science-in-bangalore-karnataka-india-abb-abb-bengaluru-bangalore-2-to-5-yrs-jobid-7wqABg0sLExzpSvf__PLUS__uAgZw==&source=srp,"data science , machine learning , data analysis , python / r programming , statistical analysis , associate engineer , supervision , abb , documentation , ideas , process automation",Timesjobs
Data Engineer,Ajay Vijay Chatur (More Jobs),"Bengaluru / Bangalore, Calicut/ Kozhikode, Cochin/ Kochi/ Ernakulam, Kannur, Kollam",3 - 8 yrs,"â‚¹
Rs 10.00 - 21.40 Lacs p.a.",https://www.timesjobs.com/job-detail/data-engineer-ajay-vijay-chatur-bengaluru-bangalore-calicut-kozhikode-cochin-kochi-ernakulam-kannur-kollam-3-to-8-yrs-jobid-UKcoOd6y3VBzpSvf__PLUS__uAgZw==&source=srp,"Data Engineer , Process oriented with great documentation skills , Excellent problem solving and troubleshooting skills",Timesjobs
Hiring For Data Entry,Ground Staff PVT (More Jobs),"Belgaum, Bellary, Bengaluru / Bangalore, Bidar, Davanagere",0 - 3 yrs,"â‚¹
Rs 2.50 - 6.50 Lacs p.a.",https://www.timesjobs.com/job-detail/hiring-for-data-entry-ground-staff-pvt-belgaum-bellary-bengaluru-bangalore-bidar-davanagere-0-to-3-yrs-jobid-oZLvoFUxOhBzpSvf__PLUS__uAgZw==&source=srp,"Data Entry , office assistant , Supervisor , Loader , Incharge , Security Guard , Electrician , Staff , Computer Operator , Store Keeper , Tally , Microsoft Excel , Fresher , Driver , c ++",Timesjobs
Clinical Data Specialist,Bytebrains (More Jobs),"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Pune, Cochin/ Kochi/ Ernakulam",0 - 3 yrs,"â‚¹
Rs 4.50 - 5.40 Lacs p.a.",https://www.timesjobs.com/job-detail/clinical-data-specialist-top-leading-research-company-bengaluru-bangalore-chennai-hyderabad-secunderabad-pune-cochin-kochi-ernakulam-0-to-3-yrs-jobid-FOubkauZTl1zpSvf__PLUS__uAgZw==&source=srp,"Drug Discovery , Data Management , Clinical , UAT , Edit Check , Sae Reconciliation , Clinical Management , Regulatory Affairs , Drug Regulatory , Pharmacy",Timesjobs
Pharmacovigilance / CDM / Clinical research intern Training,Bytebrains (More Jobs),"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Pune, Cochin/ Kochi/ Ernakulam",0 - 3 yrs,"â‚¹
Rs 4.50 - 5.40 Lacs p.a.",https://www.timesjobs.com/job-detail/pharmacovigilance-cdm-clinical-research-intern-training-top-leading-research-company-bengaluru-bangalore-chennai-hyderabad-secunderabad-pune-cochin-kochi-ernakulam-0-to-3-yrs-jobid-dk6pP23HdktzpSvf__PLUS__uAgZw==&source=srp,"Data Management , Clinical , UAT , Clinical Data Management , Regulatory Affairs , Drug Regulatory , Pharmacy , Life , Pharmacovigilance , CDM , Pv",Timesjobs
"Software Engineer III , Search Science Data Infrastructure",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,3 - 8 yrs,,https://www.timesjobs.com/job-detail/software-engineer-iii-search-science-data-infrastructure-amazon-india-pvt-ltd-bengaluru-bangalore-3-to-8-yrs-jobid-MbNtYlR5iZFzpSvf__PLUS__uAgZw==&source=srp,"software development , big data , machine learning , system architecture , operations excellence , production , product development , operational excellence",Timesjobs
"datawarehousing , database developer",New Global Technologies (More Jobs),"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Noida/Greater Noida",0 - 3 yrs,"â‚¹
Rs 4.00 - 12.00 Lacs p.a.",https://www.timesjobs.com/job-detail/datawarehousing-database-developer-new-global-technologies-bengaluru-bangalore-chennai-hyderabad-secunderabad-mumbai-noida-greater-noida-0-to-3-yrs-jobid-rZhKUvI3wRlzpSvf__PLUS__uAgZw==&source=srp,"Data Warehousing , Etl , Informatica , Business Objects , Cognos , Data Stage , Teradata , Abinitio , Etl Tools , Modeling , Business Intelligence , Datawarehousing",Timesjobs
Electrical Domain,GENIQUE MANAGEMENT SERVICES PRIVATE LIMITED (More Jobs),"Bengaluru / Bangalore, Mumbai, Australia, Canada",2 - 7 yrs,"â‚¹
Rs 9.00 - 60.00 Lacs p.a.",https://www.timesjobs.com/job-detail/electrical-domain-gms-india-bengaluru-bangalore-mumbai-australia-canada-2-to-7-yrs-jobid-pbTKNyGuRbVzpSvf__PLUS__uAgZw==&source=srp,"Electrical Mechanical Maintenance , electronics , Telecommunications , Data Communication , Electrical Maintenance , power , Electrical , Auto Cad , Electrical Power System",Timesjobs
Forex marketer,Fintech_HR (More Jobs),"Bengaluru / Bangalore, Delhi/NCR, Lucknow, Other City(s) in Uttar Pradesh",3 - 8 yrs,,https://www.timesjobs.com/job-detail/forex-marketer-fintech-hr-bengaluru-bangalore-delhi-ncr-lucknow-other-city-s-in-uttar-pradesh-3-to-8-yrs-jobid-gDbJzNgp139zpSvf__PLUS__uAgZw==&source=srp,Finacial Sales,Timesjobs
IWE Welding engineer,Manish Recruiters (More Jobs),"Ahmedabad, Bengaluru / Bangalore, Chennai, Mumbai, Daman & Diu",2 - 7 yrs,,https://www.timesjobs.com/job-detail/iwe-welding-engineer-manish-recruiters-ahmedabad-bengaluru-bangalore-chennai-mumbai-daman-diu-2-to-7-yrs-jobid-m6qzlZY__PLUS__vTtzpSvf__PLUS__uAgZw==&source=srp,"Welding Techniques , Fabrication",Timesjobs
Associate Product Manager,Prashant Pandey (More Jobs),"Bengaluru / Bangalore, Delhi/NCR, Kolkata, Mumbai, Pune",1 - 6 yrs,,https://www.timesjobs.com/job-detail/associate-product-manager-prashant-pandey-bengaluru-bangalore-delhi-ncr-kolkata-mumbai-pune-1-to-6-yrs-jobid-0EEY2urkRUJzpSvf__PLUS__uAgZw==&source=srp,"Product Information , Product Marketing , Product Management , Market Research , Brand Management , Brand Marketing , Business Development",Timesjobs
"Sr Data Scientist , AWS Support Strategy Analytics and Data Science , Support Engineering",AMAZON INDIA PVT LTD,Bengaluru / Bangalore,3 - 7 yrs,,https://www.timesjobs.com/job-detail/sr-data-scientist-aws-support-strategy-analytics-and-data-science-support-engineering-amazon-india-pvt-ltd-bengaluru-bangalore-3-to-7-yrs-jobid-2OaZNyCzBAhzpSvf__PLUS__uAgZw==&source=srp,"analytics capabilities , predictive modeling , optimization algorithms , data science , machine learning , storage , artificial intelligence , security , cloud computing , python",Timesjobs
Pharmacology / Patent Analyst / Regulatory Affairs,Bytebrains (More Jobs),"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Pune, Cochin/ Kochi/ Ernakulam",0 - 3 yrs,"â‚¹
Rs 4.50 - 7.50 Lacs p.a.",https://www.timesjobs.com/job-detail/pharmacology-patent-analyst-regulatory-affairs-top-leading-research-company-bengaluru-bangalore-chennai-hyderabad-secunderabad-pune-cochin-kochi-ernakulam-0-to-3-yrs-jobid-ojZg81cAhlZzpSvf__PLUS__uAgZw==&source=srp,"Patents , rnd , Pharmaceutical , Drug , FTO , IP , IPR , USPTO , Patenr Search , Pharmacology , Drug Discovery , Bioinformatics , Dna , Clinical , FDA , Audits",Timesjobs
Clinical Research Coordinator,Bytebrains (More Jobs),"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Pune, Cochin/ Kochi/ Ernakulam",0 - 3 yrs,"â‚¹
Rs 4.50 - 6.50 Lacs p.a.",https://www.timesjobs.com/job-detail/clinical-research-coordinator-top-leading-research-company-bengaluru-bangalore-chennai-hyderabad-secunderabad-pune-cochin-kochi-ernakulam-0-to-3-yrs-jobid-RuPzpKRr__SLASH__4VzpSvf__PLUS__uAgZw==&source=srp,"Pharmacology , Pharmacy , Regulatory Affairs , Clinical Research , Gcp , Ich , Case Report , Clinical Study , Fda , Gmp , Analytical Skill , Clinical , CDM , Clinical Manager",Timesjobs
Research Associate Agriculture Plant Biochemistry & Molecular,Bytebrains (More Jobs),"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Pune, Cochin/ Kochi/ Ernakulam",0 - 3 yrs,"â‚¹
Rs 4.50 - 5.40 Lacs p.a.",https://www.timesjobs.com/job-detail/research-associate-agriculture-plant-biochemistry-molecular-itc-life-sciences-technology-centre-bengaluru-bangalore-chennai-hyderabad-secunderabad-pune-cochin-kochi-ernakulam-0-to-3-yrs-jobid-HAA__SLASH__LkTi6UtzpSvf__PLUS__uAgZw==&source=srp,"Plant Biochemistry , Molecular Biology , Agriculture , Organic Farming , Horticulture , Landscaping",Timesjobs
Pharmacovigilance Associate,Bytebrains (More Jobs),"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Pune, Cochin/ Kochi/ Ernakulam",0 - 3 yrs,"â‚¹
Rs 4.50 - 6.50 Lacs p.a.",https://www.timesjobs.com/job-detail/pharmacovigilance-associate-top-leading-research-company-bengaluru-bangalore-chennai-hyderabad-secunderabad-pune-cochin-kochi-ernakulam-0-to-3-yrs-jobid-ZOqopBPOHoNzpSvf__PLUS__uAgZw==&source=srp,"Pharmacology , Pharmacy , Regulatory Affairs , Clinical Research , Gcp , Ich , Case Report , Clinical Study , Fda , Gmp , Good Communication Skills , Analytical Skill , Clinical",Timesjobs
Assistant Clinical Research,Bytebrains (More Jobs),"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Pune, Cochin/ Kochi/ Ernakulam",0 - 3 yrs,"â‚¹
Rs 4.50 - 6.50 Lacs p.a.",https://www.timesjobs.com/job-detail/assistant-clinical-research-top-leading-research-company-bengaluru-bangalore-chennai-hyderabad-secunderabad-pune-cochin-kochi-ernakulam-0-to-3-yrs-jobid-CdB9l9fuXetzpSvf__PLUS__uAgZw==&source=srp,"SAS , iso , ich , Gcp , spss , regulatory compliance , pharmacovigilance , research , clinical research , Regulatory Affairs , Clinical Trial , Case Report , Clinical Study , Fda , Gmp , Glp",Timesjobs
Data Scientist,Analytics Vidhya,Bengaluru / Bangalore,2 - 5 yrs,,https://www.timesjobs.com/job-detail/data-scientist-analytics-vidhya-bengaluru-bangalore-2-to-5-yrs-jobid-dxftvKgZL85zpSvf__PLUS__uAgZw==&source=srp,"sas , data science , use cases , predictive modeling , data scientist",Timesjobs
Data Scientist,Analytics Vidhya,Bengaluru / Bangalore,2 - 5 yrs,,https://www.timesjobs.com/job-detail/data-scientist-analytics-vidhya-bengaluru-bangalore-2-to-5-yrs-jobid-JUvO95eTqRpzpSvf__PLUS__uAgZw==&source=srp,"sas , data science , use cases , predictive modeling , data scientist",Timesjobs
"Administartion , Administrative Assist",Electrobrain modern technologies pvt ltd (More Jobs),"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Gurgaon",2 - 6 yrs,"â‚¹
Rs 6.35 - 12.00 Lacs p.a.",https://www.timesjobs.com/job-detail/administartion-administrative-assist-electrobrain-modern-technologies-pvt-ltd-ahmedabad-bengaluru-bangalore-chennai-delhi-gurgaon-2-to-6-yrs-jobid-j7ZgWSePldpzpSvf__PLUS__uAgZw==&source=srp,"Neural networks , data science , Web technologies , microservices , Data Base Administration , python , ANN",Timesjobs
Data Scientist,Analytics Vidhya,Bengaluru / Bangalore,2 - 5 yrs,,https://www.timesjobs.com/job-detail/data-scientist-analytics-vidhya-bengaluru-bangalore-2-to-5-yrs-jobid-hCT8pqlF5R9zpSvf__PLUS__uAgZw==&source=srp,"linear regression , data science , data scientist , statistical modeling , logistic regression , arima , advanced analytics , artificial neural networks",Timesjobs
Machine Learning Engineer,Cotocus,Bengaluru / Bangalore,0 - 3 yrs,,https://www.timesjobs.com/job-detail/machine-learning-engineer-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-UuakCaarcmNzpSvf__PLUS__uAgZw==&source=srp,"machine learning , docker , data science",Timesjobs
Machine Learning Engineer,Cotocus,Bengaluru / Bangalore,0 - 3 yrs,,https://www.timesjobs.com/job-detail/machine-learning-engineer-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-8E6T1kz__SLASH__MVJzpSvf__PLUS__uAgZw==&source=srp,"machine learning , docker , data science",Timesjobs
Machine Learning Engineer,Cotocus,Bengaluru / Bangalore,0 - 3 yrs,,https://www.timesjobs.com/job-detail/machine-learning-engineer-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-TE__PLUS__wfBo1Nu1zpSvf__PLUS__uAgZw==&source=srp,"machine learning , docker , data science",Timesjobs
Data Analyst,SEVEN CONSULTANCY,Bengaluru / Bangalore,3 - 6 yrs,,https://www.timesjobs.com/job-detail/data-analyst-seven-consultancy-bengaluru-bangalore-3-to-6-yrs-jobid-wl4mfyoE4lFzpSvf__PLUS__uAgZw==&source=srp,"data analysis , data analytics , data mining , business analysis , business analyst , data analyst , , advanced excel",Timesjobs
Data Analyst,SEVEN CONSULTANCY,Bengaluru / Bangalore,3 - 6 yrs,,https://www.timesjobs.com/job-detail/data-analyst-seven-consultancy-bengaluru-bangalore-3-to-6-yrs-jobid-9Z6QtDATYgRzpSvf__PLUS__uAgZw==&source=srp,"data analysis , data analytics , data mining , business analysis , business analyst , data analyst , , advanced excel",Timesjobs
Data Analyst,SEVEN CONSULTANCY,Bengaluru / Bangalore,2 - 3 yrs,,https://www.timesjobs.com/job-detail/data-analyst-seven-consultancy-bengaluru-bangalore-2-to-3-yrs-jobid-hdOEQbV70__PLUS__ZzpSvf__PLUS__uAgZw==&source=srp,"data analytics , big data analytics , data mining , data reports , data analyst , database , data , scientist , analyst",Timesjobs
Data and Analytics Solution Expert,NeenOpal Intelligent Solutions Private Limited,Bengaluru / Bangalore,2 - 5 yrs,,https://www.timesjobs.com/job-detail/data-and-analytics-solution-expert-neenopal-intelligent-solutions-private-limited-bengaluru-bangalore-2-to-5-yrs-jobid-WqUo5x5UhRhzpSvf__PLUS__uAgZw==&source=srp,"spss , data warehousing , sql , data science , data visualization , advanced analytics , solution architect , sas , tableau , project delivery",Timesjobs
Data and Analytics Solution Expert,NeenOpal Intelligent Solutions Private Limited,Bengaluru / Bangalore,2 - 5 yrs,,https://www.timesjobs.com/job-detail/data-and-analytics-solution-expert-neenopal-intelligent-solutions-private-limited-bengaluru-bangalore-2-to-5-yrs-jobid-9qym3DeGE55zpSvf__PLUS__uAgZw==&source=srp,"spss , data warehousing , sql , data science , data visualization , advanced analytics , solution architect , sas , tableau , project delivery",Timesjobs
Data and Analytics Solution Expert,NeenOpal Intelligent Solutions Private Limited,Bengaluru / Bangalore,2 - 5 yrs,,https://www.timesjobs.com/job-detail/data-and-analytics-solution-expert-neenopal-intelligent-solutions-private-limited-bengaluru-bangalore-2-to-5-yrs-jobid-XeOQX5SpYN5zpSvf__PLUS__uAgZw==&source=srp,"spss , data warehousing , sql , data science , data visualization , advanced analytics , solution architect , sas , tableau , project delivery",Timesjobs
Data Scientist,Decon Jobs,Bengaluru / Bangalore,1 - 9 yrs,,https://www.timesjobs.com/job-detail/data-scientist-decon-jobs-bengaluru-bangalore-1-to-9-yrs-jobid-__SLASH__bkVHOAc2qhzpSvf__PLUS__uAgZw==&source=srp,"data science , machine learning , python / r programming , statistical analysis , model deployment , algorithms , sql , database , extraction , hadoop , big",Timesjobs
Senior Data Scientist / Data Scientist 2,boomerang commerce,Bengaluru / Bangalore,3 - 6 yrs,,https://www.timesjobs.com/job-detail/senior-data-scientist-data-scientist-2-boomerang-commerce-bengaluru-bangalore-3-to-6-yrs-jobid-Zx__PLUS__CoI4W__SLASH__dVzpSvf__PLUS__uAgZw==&source=srp,"data science , machine learning , statistical analysis , data visualization , python , data analysis , dashboards , tableau , scientist",Timesjobs
Assistant Professor ( Computer Science ),East West Institute of Technology (More Jobs),Bengaluru / Bangalore,3 - 8 yrs,,https://www.timesjobs.com/job-detail/assistant-professor-computer-science-east-west-institute-of-technology-bengaluru-bangalore-3-to-8-yrs-jobid-ciAnHPbo__SLASH__QJzpSvf__PLUS__uAgZw==&source=srp,"Education , Engineering",Timesjobs
Decision Science Analyst,Jumbotail Technologies,Bengaluru / Bangalore,1 - 5 yrs,,https://www.timesjobs.com/job-detail/decision-science-analyst-jumbotail-technologies-bengaluru-bangalore-1-to-5-yrs-jobid-cdWzDOh4TEdzpSvf__PLUS__uAgZw==&source=srp,"data mining , sql , data visualization , data analysis , pricing models , tableau , analyst",Timesjobs
Decision Science Analyst,jumbotail,Bengaluru / Bangalore,1 - 5 yrs,,https://www.timesjobs.com/job-detail/decision-science-analyst-jumbotail-bengaluru-bangalore-1-to-5-yrs-jobid-mspravHq0IJzpSvf__PLUS__uAgZw==&source=srp,"data mining , sql , team player",Timesjobs
Decision Science Analyst,Jumbotail Technologies,Bengaluru / Bangalore,1 - 5 yrs,,https://www.timesjobs.com/job-detail/decision-science-analyst-jumbotail-technologies-bengaluru-bangalore-1-to-5-yrs-jobid-KBDRk__SLASH__nMEM9zpSvf__PLUS__uAgZw==&source=srp,"data mining , sql , data visualization , data analysis , pricing models , tableau , analyst",Timesjobs
Decision Science Analyst,Jumbotail Technologies,Bengaluru / Bangalore,1 - 5 yrs,,https://www.timesjobs.com/job-detail/decision-science-analyst-jumbotail-technologies-bengaluru-bangalore-1-to-5-yrs-jobid-jni6d9oKJxFzpSvf__PLUS__uAgZw==&source=srp,"data mining , sql , data visualization , data analysis , pricing models , tableau , analyst",Timesjobs
Data Analyst,Analytics Vidhya,Bengaluru / Bangalore,3 - 5 yrs,,https://www.timesjobs.com/job-detail/data-analyst-analytics-vidhya-bengaluru-bangalore-3-to-5-yrs-jobid-EDJ8k3x41QxzpSvf__PLUS__uAgZw==&source=srp,"visualization , regression analysis , dashboards , sql , java , data science , data structures , analytics , customer success , sas , business analytics , analyst , tableau , unix / linux",Timesjobs
